"","i","avg_r","age","sex","born"
"296","GA1247",0.00209643605870021,25,2,1
"297","GA3226",0.00361416841369672,25,2,1
"298","GA195",0.00587438853948288,25,1,1
"299","GA2662",0.00323200559049616,25,2,1
"300","GA3289",0.00574336128581412,25,2,1
"301","GA546",0.00955407058001398,25,2,1
"302","GA2817",0.00680795772187282,26,2,1
"303","GA739",0.00362508735150245,26,1,1
"304","GA95",0.00554682040531097,26,1,1
"305","GA481",0.00375611460517121,26,2,1
"306","GA2932",0.00969601677148847,26,1,1
"307","GA2941",0.0123820754716981,26,1,1
"308","GA1637",0.00500087351502446,26,1,1
"309","GA3082",0.00452044025157233,26,1,1
"310","GA2199",0.00390897973445143,26,1,1
"311","GA289",0.00762687805730259,26,1,1
"312","GA1713",0.00789439203354298,26,2,1
"313","GA1906",0.00545946890286513,26,2,1
"314","GA42",0.00556865828092243,26,2,1
"315","GA930",0.0104385045422781,26,1,1
"316","GA3080",0.00726109364081062,26,2,1
"317","GA3252",0.00253319357092942,26,2,1
"318","GA3621",0.00257686932215234,26,2,1
"319","GA3304",0.00345038434661076,26,2,1
"320","GA2812",0.0028498427672956,26,2,1
"321","GA1861",0.00635482180293501,26,1,1
"322","GA487",0.00205276030747729,26,2,1
"323","GA790",0.000524109014675052,26,2,0
"324","GA422",0.000524109014675052,23,2,0
"325","GA3238",0.00288259958071279,25,2,0
"326","GA601",0.00834206848357792,20,1,0
"327","GA580",0.00583071278825996,21,1,0
"328","GA1644",0.00174703004891684,24,1,0
"329","GA47",0.00908455625436757,26,2,1
"330","GA1588",0.00673698462613557,29,2,1
"331","GA672",0.00626747030048917,27,2,1
"332","GA3395",0.00205276030747729,26,2,0
"333","GA1412",0.00358141160027952,26,2,0
"334","GA1464",0.00401816911250874,27,2,1
"335","GA466",0.00371243885394829,29,2,1
"336","GA470",0.00658411949685535,29,2,1
"337","GA2263",0.00869147449336129,25,2,0
"338","GA55",0.00869147449336129,27,2,0
"339","GA1762",0.00576519916142558,27,2,1
"340","GA1548",0.00540487421383648,28,2,1
"341","GA550",0.00545946890286513,28,2,1
"342","GA573",0.0109626135569532,27,2,1
"343","GA3612",0.00227113906359189,27,2,1
"344","GA875",0.00279524807826695,27,2,1
"345","GA3472",0.00675882250174703,26,2,1
"346","GA2621",0.00139762403913347,28,2,0
"347","GA528",0.00751222921034242,29,2,1
"348","GA2920",0.00456411600279525,27,2,1
"349","GA3264",0.0108588836477987,28,2,1
"350","GA1187",0.00554682040531097,29,2,1
"351","GA3576",0.00401816911250874,36,2,1
"352","GA2604",0.00222746331236897,39,2,1
"353","GA118",0.00375611460517121,34,2,1
"354","GA93",0.003319357092942,34,2,1
"355","GA1761",0.00314465408805031,33,2,1
"356","GA3424",0.00449860237596087,41,2,1
"357","GA3180",0.00593990216631726,36,2,1
"358","GA2006",0.000698812019566737,33,2,1
"359","GA2791",0.00428022361984626,38,2,1
"360","GA1344",0.00349406009783368,36,2,0
"361","GA986",0.00495719776380154,42,2,1
"362","GA1288",0.00559049615653389,33,2,1
"363","GA3026",0.00707547169811321,31,2,1
"364","GA3170",0.00244584206848358,40,2,1
"365","GA1523",0.00842941998602376,35,2,1
"366","GA3455",0.00253319357092942,33,2,1
"367","GA2441",0.00799266247379455,37,2,1
"368","GA1791",0.00454227812718379,34,2,1
"369","GA2811",0.00904088050314465,38,2,0
"370","GA63",0.00144129979035639,37,2,1
"371","GA621",0.00506638714185884,43,2,1
"372","GA1718",0.00366876310272537,34,2,1
"373","GA2493",0.00711914744933613,35,2,1
"374","GA308",0.00541579315164221,38,2,1
